KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU55;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU55;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU55;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Fyll i här om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU55;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU55;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU55;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid fyllas i. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU55;630;BostRattBeteckning;N;Text36;097;Om Fk205 saknas ska Fk630 finnas.;Bostadsrättens/ lägenhetens beteckning;;Fyll i den beteckning som bostadsrätten/lägenheten har hos bostadsföretaget. Det ska inte vara det fyrsiffriga lägenhetsnummer som används vid folkbokföringen.;
KU55;631;Overlatelsedatum;N;Datum;098,099;"Om Fk205 saknas ska Fk631 finnas. 
Fk631 får inte vara ett datum efter inkomståret Fk203.";Överlåtelsedatum (ÅÅÅÅMMDD);;Fyll i datum för bindande överlåtelse. Vid försäljning är det datumet när köpekontraktet undertecknades. Tillträdesdagen ska inte fyllas i.;
KU55;632;OverlatenAndel;N;Decimal2-100;;;Överlåten andel i procent;;Fyll i överlåten andel i hela procent - t.ex. 50 om halva bostadsrätten har överlåtits. 100 procent behöver inte fyllas i.;
KU55;633;OverlatelseArvBodeln;N;Kryss;100;Fk633 får inte finnas om Fk639 finns.;Överlåtelsen har skett genom arv, gåva, bodelning eller liknande;;Markera här om överlåtelsen har skett genom arv, gåva, bodelning, testamente eller liknande. Förutom markeringen ska enbart tidpunkten för överlåtelsen (fält 631) och överlåten andel (fält 632) fyllas i. Inga belopp. ;
KU55;634;Overlatelsepris;N;Belopp10;101;Fk634 ska finnas om Fk205, Fk633 och Fk639 saknas.;Överlåtelsepris;;Fyll i försäljningspriset enligt köpekontraktet här. Om det har skett ett byte ska marknadsvärdet på den tillbytta tillgången tas upp som överlåtelsepris. Överlåtelsepriset får inte minskas med eventuella utgifter i samband med försäljningen. Har överlåtaren tagit emot, eller gjort, en betalning i samband med bytet ska denna öka respektive minska överlåtelsepriset.;
KU55;635;InreRepFondOverlatelse;N;Belopp7;;;Bostadsrättens andel av innestående medel på inre reparationsfond vid överlåtelsen;;Fyll i överlåtarens andel av innestående medel i den inre reparationsfonden vid överlåtelsetidpunkten om den nya ägaren har övertagit de innestående medlen. Överlåtelsetidpunkt - se fält 631.;
KU55;636;Kapitaltillskott;N;Belopp7;;;Kapitaltillskott;;Fyll i tillskotten här om överlåtaren har skjutit till kapital för amorteringar av bostadsföretagets lån eller för finansiering av bestämda ny-, till- eller ombyggnadsarbeten under innehavstiden. Vid överlåtelse av en bostadsrätt i ett oäkta bostadsföretag anges inbetalningar som har gjorts till bostadsföretaget utan krav på återbetalning.;
KU55;638;OaktaBostadsftg;N;Kryss;;;Bostadsföretaget var oäkta (inte privatbostadsföretag) vid ingången av inkomståret.;;Markera här om bostadsföretaget är oäkta vid ingången av det år då den bindande överlåtelsen sker.;
KU55;639;Tillaggskopeskilling;N;Belopp7;;;Tilläggsköpeskilling;;Tilläggsköpeskilling är ersättning för överlåtelsen utöver den tidigare utbetalda. Den ska beskattas hos överlåtaren det inkomstår då beloppet blir känt. Därför ska tilläggsköpeskilling i vissa fall redovisas på en kontrolluppgift för ett senare år än överlåtelseåret.;
KU55;640;Forvarvsdatum;N;Datum;102,103;"Om Fk205 saknas ska Fk640 finnas.
Fk640 får inte vara större än Fk631.";Förvärvsdatum (ÅÅÅÅMMDD);;Fyll i det datum när den överlåtna bostadsrätten förvärvades. Har andelar förvärvats vid flera tillfällen anges datumet för det allra första förvärvet. Om överlåtaren har förvärvat bostadsrätten genom gåva, arv, bodelning eller testamente anges det datum då den tidigare ägaren förvärvade bostadsrätten genom köp.;
KU55;642;ForvarvArvBodeln;N;Kryss;;;Förvärvet har helt eller delvis skett genom arv, gåva, bodelning eller liknande;;Markera här om överlåtaren har förvärvat bostadsrätten helt eller delvis genom arv, testamente, gåva eller bodelning. ;
KU55;643;Forvarvspris;N;Belopp10;104;Fk643 ska finnas om (Fk205, Fk633, Fk639, Fk642 och Fk645 saknas och Fk640 > 19831231);Förvärvspris;;"Förvärvspris kan vara: 
-priset enligt köpekontraktet,
-insatsen, upplåtelse- och överlåtelseavgifter vid upplåtelse från bostadsföretaget,
-marknadsvärdet på tillgången som lämnats i utbyte mot bostadsrätten (justerat för eventuell betalning vid bytet), eller
-tidigare ägares förvärvspris vid köp, upplåtelse eller byte om bostadsrätten har förvärvats genom arv, testamente, gåva eller bodelning. Förvärvpriset behöver inte fyllas i om bostadsrätten har förvärvats 1983 eller tidigare.";
KU55;644;InreRepFondForvarv;N;Belopp7;;;Bostadsrättens andel av innestående medel på inre reparationsfond vid förvärvet;;Fyll i överlåtarens andel av medlen i den inre reparationsfonden vid förvärvet av bostadsrätten (tidigare ägares andel vid förvärvet om överlåtaren har förvärvat bostadsrätten genom arv, testamente, gåva eller bodelning). ;
KU55;645;AndelBRFFormogenhet1974;N;Belopp10;;;Bostadsrättens andel av föreningens behållna förmögenhet den 1 januari 1974;;Fyll i överlåtarens andel av bostadsföretagets behållna förmögenhet den 1 januari 1974 om överlåtaren har förvärvat bostadsrätten före 1974 (tidigare ägares andel om överlåtaren har förvärvat bostadsrätten genom arv, testamente, gåva eller bodelning). Oäkta bostadsföretag ska inte lämna uppgiften.;
KU55;646;GemensamIndividuell;N;GemensamIndividuell;106;Om Fk205 saknas ska Fk646 finnas.;Uppgifterna i denna blankett är;;Markera om uppgifterna i kontrolluppgiften är gemensamma eller individuella. De ska vara:                 -gemensamma om flera har överlåtit bostadsrätten, och var och en såväl har förvärvat som överlåtit lika stor andel och har samma förvärvspris.                      -individuella om en ensam ägare är överlåtare, eller om det finns flera delägare men bara någon eller några säljer sina andelar, eller om flera säljer gemensamt men har olika förvärvspris.                                 ;
KU66;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU66;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslämnare;;
KU66;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslämnare;;
KU66;203;Inkomstar;J;Inkomstar;;;Period (år);;;
KU66;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU66;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU66;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU66;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU66;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU66;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU66;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU66;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU66;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU66;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU66;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU66;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU66;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU66;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU66;270;KWhMatatsIn;N;KWh10;067;Om Fk205 saknas ska Fk270 finnas.;Antal kwh som matats in i anslutningspunkten under året;;;
KU66;271;KWhTagitsUt;N;KWh10;068;Om Fk205 saknas ska Fk271 finnas.;Antal kwh som tagits ut från anslutningspunkten under året;;;
KU66;272;AnlaggningsID;N;AnlID;069;Om Fk205 saknas ska Fk272 finnas.;AnläggningsID;;Anges med 18 siffror och börjar alltid med 735999.;
KU66;273;AndelIAnslPunkt;N;Decimal2;;;Andel i anslutningspunkten (i procent);;;
KU66;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU67;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU67;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslämnare;;
KU67;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslämnare;;
KU67;203;Inkomstar;J;Inkomstar;;;Period (år);;;
KU67;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU67;215;Inkomsttagare;N;Identitet;056;;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU67;216;Fornamn;N;Text50;057,142;Fk215 ska finnas om Fk222 och Fk224 saknas.;Förnamn;Inkomsttagare;;
KU67;217;Efternamn;N;Text50;058,143;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU67;218;Gatuadress;N;Text50;059,144,152;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Gatuadress;Inkomsttagare;;
KU67;219;Postnummer;N;PostNummer;060,145,153;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;;
KU67;220;Postort;N;Text50;061,146,154;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU67;221;LandskodPostort;N;Landskod;166;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Land;Inkomsttagare;;
KU67;222;Fodelsetid;N;Fodelsetid;063;Fk221 ska finnas om Fk230 finns;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU67;224;AnnatIDNr;N;Text20;;Om Fk215 finns får inte Fk222 finnas.;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU67;226;OrgNamn;N;Text50;065,151;;Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU67;228;Gatuadress2;N;Text50;;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU67;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU67;252;TIN;N;Text20;066;;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU67;550;MedlemsavgArbetstagarorg;N;Belopp6;182;Om Fk076 finns ska Fk252 finnas.;Medlemsavgifter till arbetstagarorganisationen;;;
KU67;570;Specifikationsnummer;J;SpecifikationsNummer;;Om Fk205 saknas ska Fk550 finnas.;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU70;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU70;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU70;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU70;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU70;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU70;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Person-/organisationsnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU70;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU70;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU70;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU70;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU70;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU70;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU70;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU70;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU70;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU70;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU70;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU70;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU70;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU70;716;Naringsbidrag;N;Belopp10;118;Fk716 får inte finnas om Fk717 finns.;Belopp som utbetalats/eftergetts;;"Här redovisas stöd utan återbetalningsskyldighet
som lämnas till en näringsidkare för
näringsverksamheten av staten m.fl. KU70 behöver inte lämnas då den som mottar näringsbidraget är en juridisk person.";
KU70;717;Royalty;N;Belopp10;119;Fk717 ska finnas om Fk205 och Fk716 saknas.;Utbetalt belopp;;Här redovisas royalty m.m. som utbetalts till enskild näringsidkare eller juridisk person. I vissa fall ska redovisas som inkomst av tjänst hos mottagaren. Det gäller t.ex. när det rör sig enstaka konstnärligt, litterärt eller vetenskapligt arbete. Royaltyn eller avgiften ska då i stället redovisas på KU10.;
KU71;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU71;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU71;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU71;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU71;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU71;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU71;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU71;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU71;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU71;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU71;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU71;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU71;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU71;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU71;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU71;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU71;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU71;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU71;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU71;740;Kontoslag;N;Kontoslag;124;Om Fk205 saknas ska Fk740 finnas.;Kontrolluppgiften avser uttag från;;;
KU71;743;OverlatPantOvertag;N;Kryss;;;Överlåtelse, pantsättning eller övertagande av kontomedel;;Om det är känt för uppgiftslämnaren om det träffats ett avtal om överlåtelse eller pantsättning av medel på skogskonto, skogsskadekonto eller upphovsmannakonto, eller om medel på sådana konton har övertagits, ska uppgift lämnas genom en markering här.;
